(1, 1)
(2, 1)
(3, 1)
(4, 1)
(5, 2)
(6, 2)
(7, 1)
(8, 2)
(9, 1)
(10, 2)
(11, 1)
(12, 2)
(13, 2)
(14, 2)
(15, 1)
(16, 1)
(17, 2)
(18, 2)
(19, 1)
(20, 3)
(21, 2)
(22, 1)
(23, 1)
(24, 1)
(25, 2)
(26, 2)
(27, 1)
(28, 1)
(29, 4)
(29, 1)
(30, 3)
(32, 3)
(33, 1)
(34, 2)
(35, 3)
(36, 3)
(37, 2)
(38, 1)
(39, 3)
(40, 2)
(41, 3)
(42, 3)
(43, 2)
(44, 2)
(45, 3)
(46, 1)
(47, 3)
(48, 1)
(49, 2)
(50, 2)
(51, 1)
(52, 3)
(53, 2)
(53, 1)
(56, 1)
(57, 1)
(58, 1)
(59, 3)
(60, 2)
(61, 2)
(62, 3)
(63, 1)
(64, 3)
(65, 2)
(66, 3)
(67, 3)
(68, 3)
(69, 1)
(70, 1)
(71, 2)
(72, 2)
(73, 2)
(74, 3)
(75, 2)
(76, 2)
(77, 3)
(78, 1)
(79, 3)
(80, 1)
(81, 3)
(82, 2)
(83, 3)
(84, 2)
(85, 3)
(85, 2)
(87, 1)
(88, 1)
(89, 1)
(90, 3)
(91, 2)
(92, 3)
(93, 1)
(94, 2)
(95, 3)
(96, 1)
(97, 2)
(98, 2)
(99, 3)
(100, 3)
(101, 3)
(102, 1)
(103, 2)
(104, 3)
(105, 2)
(106, 1)
(107, 1)
(108, 2)
(109, 2)
(109, 3)
(111, 2)
(112, 1)
(113, 1)
(114, 2)
(115, 1)
(116, 3)
(117, 1)
(118, 1)
(119, 2)
(120, 2)
(121, 3)
(122, 2)
(123, 1)
(124, 1)
(125, 3)
(126, 2)
(127, 1)
(128, 1)
(129, 2)
(130, 1)
(131, 2)
(132, 1)
(133, 1)
(134, 3)
(135, 1)
(136, 3)
(137, 3)
(138, 3)
(139, 2)
(140, 3)
(141, 1)
(142, 2)
(143, 1)
(144, 3)
(145, 1)
(146, 2)
(147, 1)
(148, 1)
(149, 2)
(150, 3)
(151, 2)
(152, 1)
(153, 3)
(154, 2)
(155, 2)
(156, 3)
(157, 3)
(158, 2)
(159, 1)
(160, 2)
(161, 1)
(162, 1)
(163, 2)
(164, 1)
(165, 2)
(166, 1)
(167, 2)
(168, 1)
(169, 3)
(170, 1)
(171, 2)
(172, 2)
(173, 3)
(174, 1)
(175, 3)
(176, 1)
(177, 2)
(178, 1)
(179, 2)
(180, 3)
(181, 2)
(182, 1)
(183, 3)
(184, 1)
(185, 3)
(186, 3)
(187, 3)
(188, 3)
(189, 2)
(190, 1)
(191, 1)
(192, 3)
(193, 1)
(194, 1)
(195, 2)
(196, 1)
(197, 3)
(198, 2)
(199, 1)
(199, 3)
(201, 2)
(202, 3)
(202, 3)
(203, 3)
(205, 3)
(206, 1)
(207, 2)
(208, 2)
(209, 1)
(210, 3)
(211, 3)
(212, 3)
(213, 1)
(214, 3)
(215, 2)
(216, 2)
(217, 2)
(218, 3)
(219, 1)
(220, 1)
(221, 2)
(222, 3)
(223, 2)
(224, 1)
(225, 3)
(226, 3)
(227, 2)
(228, 3)
(229, 1)
(230, 3)
(231, 2)
(232, 1)
(233, 1)
(234, 3)
(235, 2)
(236, 1)
(237, 3)
(238, 3)
(239, 1)
(240, 2)
(241, 2)
(242, 3)
(243, 1)
(244, 3)
(245, 1)
(246, 2)
(247, 2)
(248, 1)
(249, 1)
(250, 1)
(251, 2)
(252, 1)
(253, 1)
(254, 1)
(255, 1)
(256, 3)
(257, 2)
(258, 3)
(259, 2)
(260, 3)
(261, 1)
(262, 1)
(263, 1)
(264, 3)
(264, 2)
(265, 1)
(267, 3)
(268, 3)
(268, 1)
(269, 2)
(271, 1)
(272, 3)
(273, 2)
(274, 3)
(275, 3)
(276, 2)
(277, 2)
(278, 2)
(279, 2)
(280, 3)
(281, 1)
(282, 2)
(283, 1)
(284, 3)
(285, 1)
(286, 2)
(287, 1)
(288, 2)
(289, 3)
(290, 1)
(291, 3)
(292, 3)
(293, 1)
(294, 3)
(295, 3)
(296, 2)
(297, 1)
(298, 1)
(299, 2)
(300, 3)
(301, 3)
(302, 3)
(303, 2)
(304, 1)
(305, 1)
(306, 3)
(307, 2)
(308, 3)
(309, 3)
(310, 2)
(311, 1)
(312, 3)
(313, 3)
(314, 2)
(315, 1)
(316, 2)
(317, 1)
(318, 2)
(319, 2)
(320, 2)
(321, 3)
(322, 2)
(323, 1)
(324, 2)
(326, 1)
(327, 1)
(328, 3)
(329, 1)
(330, 1)
(331, 3)
(332, 3)
(333, 1)
(334, 1)
(335, 3)
(336, 2)
(337, 3)
(338, 2)
(339, 1)
(340, 3)
(341, 1)
(342, 3)
(343, 1)
(344, 3)
(345, 3)
(346, 3)
